PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
07CsO,2rr2k1/5p1p/1p4p1/p4p2/3NQ3/2n1P2P/P4PP1/2R1R1K1 b - - 0 25,c3e4 d4c6 c8c6 c1c6,1866,76,86,1190,advantage endgame master short,https://lichess.org/9Af0XRXt/black#50,
07CuT,8/5b2/6p1/p1p2p1p/P6P/2k3P1/5K2/3B2N1 w - - 0 44,g1e2 c3d2 e2f4 d2d1,1247,107,79,28,crushing defensiveMove endgame short trappedPiece,https://lichess.org/84uzkFDn#87,
07CvD,4r1k1/q4ppp/5b2/4p3/pQ2Pn2/Pp3N2/1P3PPP/RB1R2K1 w - - 2 28,g2g3 f4h3 g1h1 h3f2 h1g2 f2d1,1773,74,87,104,advantage deflection fork long middlegame,https://lichess.org/bYRLPyCw#55,
07D26,r1bq1r1k/pp1p2bp/6p1/4p3/2PnQ3/6P1/PPN2PBP/R1B2RK1 w - - 1 14,c1e3 d7d5 c4d5 c8f5 e4d4 e5d4,1878,74,98,305,advantage clearance long middlegame,https://lichess.org/5DIyIhw7#27,English_Opening English_Opening_Symmetrical_Variation
07D6Y,6k1/p2Q1pp1/2p4p/4P3/3P1PK1/6R1/P5PP/1r1q4 w - - 1 33,g4h3 d1h5,922,93,94,632,endgame mate mateIn1 oneMove,https://lichess.org/RjwxLJaW#65,
07DGc,5r2/p6R/2p1kpn1/2q3pQ/Bp4n1/1P6/P4PPP/3r1RK1 w - - 14 32,f1d1 c5f2 g1h1 f2e2 h5g4 e2g4,2608,105,90,1368,crushing kingsideAttack long middlegame,https://lichess.org/NWhMEkgl#63,
07DIK,r2qk2r/1pp2ppp/p1n5/2b2nPb/N2p1B1P/3P4/PPPQP1B1/2KR2NR b kq - 1 12,c5b4 g2c6 b7c6 d2b4,1346,75,93,1858,crushing middlegame short,https://lichess.org/UUGBJNBD/black#24,Kadas_Opening Kadas_Opening_Other_variations
07DJR,2r2rk1/1bqp2pp/p3p3/7P/1p1nP3/1P2RP2/P1PQB3/1K1N3R w - - 2 24,d2d4 c7c2 b1a1 c2c1,808,94,86,511,mate mateIn2 middlegame queensideAttack short,https://lichess.org/341llxkh#47,
07DJU,r5k1/ppp1R1p1/1b3p2/7Q/1P6/P5B1/5PPP/q5K1 w - - 4 25,e7e1 a1e1,686,90,38,128,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/g0hxOcWt#49,
07DJX,1r5k/p5p1/3R3p/4p1q1/2Q1B3/2P4n/PP3rPP/1R5K w - - 2 24,g2h3 g5f4 e4g2 f4c4,1904,76,87,66,crushing middlegame short,https://lichess.org/ZSXklJCh#47,
07DLB,6k1/p3pp1p/3p2p1/Q1pPb3/4q2P/6P1/Pr1B1P2/3R1K2 b - - 8 28,e4d5 a5d8 g8g7 d2h6 g7h6 d1d5,1294,78,100,93,advantage discoveredAttack endgame long,https://lichess.org/lxjkKRHy/black#56,
07Ddb,1rbqk1nr/p2pppbp/2p3p1/8/2P5/6P1/PP2PPBP/RNBQ1RK1 b k - 2 8,g7b2 c1b2 b8b2 d1d4,1392,75,97,11189,crushing opening short,https://lichess.org/xrWo7V22/black#16,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
07Dg7,3r2k1/1b5p/4pPp1/p1p2p2/2p2P2/P6R/1PQq2PP/6RK w - - 3 26,c2c4 d2g2 g1g2 d8d1 c4f1 d1f1,1540,74,94,989,clearance endgame kingsideAttack long mate mateIn3 pin sacrifice,https://lichess.org/NQ8w1bsm#51,
07Dig,4b3/8/2p1pk2/3p2R1/1P1P2K1/2P4P/6r1/4B3 w - - 1 39,e1g3 g2g3 g4g3 f6g5,1299,75,85,257,crushing deflection endgame short,https://lichess.org/7BNvHNZe#77,
07Dtq,2k3r1/pp3p2/1p1p3p/4P3/1P2P3/P4q2/3Q1PrP/2RR1K2 b - - 2 25,c8b8 d2d6 b8a8 d6d8 g8d8 d1d8,1071,89,94,2721,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/AwgWW6In/black#50,
07Dxf,8/2p5/p2k1n2/1pp5/5P2/P4K2/1PPN4/8 b - - 5 33,c5c4 d2e4 f6e4 f3e4,869,77,100,85,crushing endgame knightEndgame master short,https://lichess.org/AhrkCapf/black#66,
07ECu,r3k2r/ppp2pp1/3p1nqp/4p3/2B1P1b1/3PBN2/PPP1QP1K/R5R1 w kq - 10 17,h2g2 g4f3 g2f3 g6h5 f3g3 h5e2,1450,75,86,620,attraction crushing deflection doubleCheck long middlegame skewer,https://lichess.org/CkduJhCU#33,Bishops_Opening Bishops_Opening_Berlin_Defense
07EI7,2rq1r1k/p3pp2/1p1p3p/2n1b3/2P1Np2/1P3B2/P1Q2PPP/3RR1K1 b - - 1 20,f8g8 e4c5 c8c5 b3b4 c5c7 e1e5 d6e5 d1d8,1912,87,86,37,crushing middlegame veryLong,https://lichess.org/UGx01WEC/black#40,
07EIF,rnb1qrnk/ppp2pbp/3pp1p1/1N4B1/2PP4/4PN2/PPQ1BPPP/R4RK1 b - - 8 10,a7a6 b5c7 e8c6 c7a8,913,76,98,2091,crushing fork middlegame short,https://lichess.org/6Uwr7xiV/black#20,Horwitz_Defense Horwitz_Defense_Other_variations
07ELv,4r1k1/p1p4p/1bQ2pp1/4q3/8/2N5/PPP2PPP/3r1RK1 w - - 0 19,f1d1 e5e1 d1e1 e8e1,987,80,77,100,endgame mate mateIn2 sacrifice short,https://lichess.org/t1NlMeo4#37,
07EMR,3rr3/pp2qpkp/2p3p1/3n1N2/1P6/P6P/1Q3PP1/2R3K1 b - - 3 29,g7f8 b2g7,959,79,76,252,mate mateIn1 middlegame oneMove,https://lichess.org/TWj6QTk4/black#58,
07EOk,3r4/6kp/6p1/3q4/5Q2/5p1B/1P3P1P/R6K w - - 5 41,h3g4 d5d1 a1d1 d8d1,449,94,96,420,endgame mate mateIn2 sacrifice short,https://lichess.org/SVUnoNVQ#81,
07EP7,rn3rk1/ppp1nppp/3b4/3p4/3P4/2P2N1q/PP1NBP2/R1BQ1RK1 w - - 0 11,f3g5 h3h2,887,78,97,220,opening,https://lichess.org/o5eTDgLy#21,French_Defense French_Defense_Knight_Variation
07EQG,2r1r1k1/p2n1pp1/1p2p2p/8/2PPPqn1/P2B4/1B2Q1PP/2RR2K1 w - - 1 22,h2h3 f4h2 g1f1 h2h1,1086,75,89,442,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/njZ6mGiX#43,
07ESM,r1b3k1/1p4bp/6n1/3Pp2q/4P1p1/P2Q1p2/1P1N1BPP/2R2RK1 w - - 0 25,g2f3 g6f4 f3g4 h5g4 d3g3 f4e2 g1h1 e2g3,1902,75,85,81,crushing fork master middlegame veryLong,https://lichess.org/vISXDyKl#49,
07EXF,8/8/8/8/5p2/5b2/5P2/4KBk1 w - - 20 86,f1e2 f3e2 e1e2 g1g2,1231,77,73,123,bishopEndgame crushing endgame master short zugzwang,https://lichess.org/ngukTusV#171,
07Ecg,r5k1/1R3pp1/4pn1p/3n4/2pP4/2P2N1P/2QB1PPK/q7 b - - 4 27,a8a2 b7b8 f6e8 b8e8,883,89,95,1345,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/44Cgauja/black#54,
07Efh,r4rk1/pbqn1ppp/1p1bp3/2p1NP2/2p2BP1/P1NP3P/1PP1Q2K/4RR2 b - - 5 18,f7f6 c3b5 d7e5 b5c7,2062,78,91,1210,advantage middlegame short,https://lichess.org/pkcwQrwD/black#36,Sicilian_Defense Sicilian_Defense_Closed
07EoF,7k/3q2p1/1P5p/P2KP3/7Q/7P/6P1/8 w - - 3 52,d5e4 d7a4 e4d5 a4h4,1229,263,43,4,crushing endgame queenEndgame short skewer,https://lichess.org/9qfJfOCt#103,
07EoQ,rr6/2q1kp2/6pB/ppp1P2n/P2p3P/1P1P4/2P2R1Q/1K3N2 b - - 3 33,b5a4 f2f7 e7f7 e5e6 f7e6 h2c7,1737,74,99,990,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/XgksArwf/black#66,
07Ezo,6k1/5p2/6r1/q6p/3Q3P/6P1/4R2K/8 b - - 0 64,a5c7 e2e8 g8h7 e8h8,932,88,100,71,endgame mate mateIn2 short,https://lichess.org/sitQOfur/black#128,
07F4Q,r1b1r1k1/4q3/2pp2p1/p1n4p/2PRn3/P1P1BP1P/2Q1B1P1/3R2K1 b - - 0 25,e4g3 c2g6 g8h8 e3g5,2451,92,86,1240,crushing fork middlegame short,https://lichess.org/VxuFxuQp/black#50,
07F8Y,rnb1kb1r/pp3ppp/2p5/8/2P2q2/4PN2/PP1B2PP/R2Q1BKR w kq - 0 13,e3f4 f8c5 f3d4 c5d4 d2e3 d4e3,858,90,86,626,doubleBishopMate kingsideAttack long mate mateIn3 opening,https://lichess.org/toDHbL4c#25,Indian_Defense Indian_Defense_Budapest_Defense
07FAw,8/4Qp1k/6bp/8/6K1/P5P1/7r/8 w - - 4 44,a3a4 g6h5 g4f4 h2f2 f4e5 f2e2,1743,74,93,2096,crushing endgame long,https://lichess.org/1koEpgC4#87,
07FBh,r7/1Rrk1p1P/1R2bQn1/3pP3/3P1p2/p1P3PK/5q2/3B4 w - - 0 46,b6e6 f2g3,1383,78,83,357,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/N6cvrT1h#91,
07FCt,6k1/1p3p1p/p3b1pP/3p2B1/3P2P1/4QP2/PP4q1/2K5 b - - 0 29,g2f1 c1d2 f1g2 d2c3 g2g3 g5f4,2229,75,92,4309,crushing defensiveMove endgame long,https://lichess.org/ZUzsP1m3/black#58,
07FDx,8/p1r2bkp/5q2/3p2p1/3N4/2P5/PQ3PPP/4R1K1 w - - 0 33,b2c2 f6d4 c2h7 g7h7,1337,75,86,776,advantage endgame short,https://lichess.org/c16UjRkk#65,
07FFK,1q1k3r/1b1p2p1/pN2pp2/2P1b3/1p1nP3/3P1BP1/P2Q1P2/1R3RK1 w - - 3 21,g1g2 h8h2 g2h2 d4f3 h2g2 f3d2,1721,163,86,9,attraction crushing deflection fork long middlegame sacrifice,https://lichess.org/t0zHlTmG#41,
07FLH,r3k2r/1ppnnpbp/p2p1qp1/3p4/4PP2/2N1B2P/PPPQBP2/2KR3R w kq - 0 14,c3d5 f6b2,1122,201,100,22,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/XgL9g9TV#27,Modern_Defense Modern_Defense_Two_Knights_Variation
07FMK,r1bq1r1k/1pp1np1B/6p1/p2pP1N1/P2P4/2b2Q1P/5PP1/R1B2RK1 b - - 1 17,c3a1 f3f6,1513,82,92,3343,mate mateIn1 middlegame oneMove,https://lichess.org/UPKWkGSY/black#34,Italian_Game Italian_Game_Classical_Variation
07FMk,r3k2r/p2q1ppp/1p1ppn2/2pb4/3n1N2/2PQ1P2/PP1B2PP/R3KB1R b KQkq - 0 14,c5c4 d3d4 e6e5 d4e3,1649,74,91,1841,advantage hangingPiece middlegame pin short,https://lichess.org/H7vqfhmS/black#28,Owen_Defense Owen_Defense_Other_variations
07FQY,2r3k1/R4ppp/1p1p1b2/1B1rpq2/P7/1P6/4QPPP/5RK1 b - - 0 21,h7h6 b5d7 f5d3 e2d3,1405,76,93,6352,crushing fork middlegame short,https://lichess.org/x79ejp2U/black#42,
07FV6,2r4r/p3k1pp/b1B1pp2/3pb3/8/5Q2/P1P1NPPP/R5K1 b - - 0 19,e5a1 f3a3 e7f7 a3a6,1143,75,93,95,advantage fork middlegame short,https://lichess.org/1ieQibJo/black#38,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation
07FVq,r4rk1/ppp1bpp1/1nn4p/4p3/Pq4b1/R4N2/2QN1PPP/1BB1R1K1 b - - 1 15,g4f3 c2h7,1721,80,71,168,mate mateIn1 middlegame oneMove,https://lichess.org/CxoMvTOx/black#30,Italian_Game Italian_Game_Classical_Variation
07Fd3,8/1Pk5/8/2Np1p2/3P3K/4PP2/3r4/8 b - - 0 57,d2e2 h4g5 e2e3 f3f4 c7b8 g5f5,2141,109,81,20,crushing endgame long quietMove,https://lichess.org/0N5meHYQ/black#114,
07Ff7,3r4/pB3R2/1p2p3/8/kP4b1/2P1B3/P4P2/4K3 w - - 1 29,b7e4 d8d1,400,100,85,466,endgame mate mateIn1 oneMove,https://lichess.org/88RxELKA#57,
07Fgr,2kr3r/2q3pp/p2pR3/1p1P1p2/3P4/NP2Q1P1/P4P2/3K4 b - - 1 23,c7d7 e6e7 d7e7 e3e7,1844,84,81,37,crushing endgame short trappedPiece,https://lichess.org/uFWP7kjD/black#46,
07Fj0,4r3/pQP2p1k/8/6pp/5r1b/P2N3K/1P4R1/5n2 w - - 2 40,g2g3 e8e2 b7g2 e2g2 h3g2 f4c4,2558,79,82,230,crushing long middlegame,https://lichess.org/1CDTEyzO#79,
07FmD,r1b1q2k/ppp1n3/3p1r1P/3BppQ1/2P5/3P2P1/PP2PP2/R3K2R b KQ - 1 18,e7d5 g5g7,977,75,100,1123,mate mateIn1 middlegame oneMove,https://lichess.org/7Pfb5wST/black#36,English_Opening English_Opening_Kings_English_Variation
07FmW,r1q2rk1/pp4pp/2pb4/5p2/4pP2/1PP1P3/PB2Q1PP/R4RK1 b - - 1 18,d6c5 e2c4 g8h8 c4c5,1074,92,55,49,advantage fork middlegame short,https://lichess.org/1qcCdW3d/black#36,Queens_Pawn_Game Queens_Pawn_Game_Stonewall_Attack
07Fsl,4r1k1/5ppp/2nq4/pQ6/8/P3NB1P/1P3PP1/6K1 b - - 2 26,e8e5 b5c6 d6c6 f3c6,1739,74,84,169,crushing endgame short,https://lichess.org/Cd1de20q/black#52,
07FuP,5rk1/3r1pp1/1pb3qp/pN6/P2R1P2/8/QP4PP/3R2K1 w - - 0 27,d4d7 g6g2,651,78,96,974,mate mateIn1 middlegame oneMove,https://lichess.org/DxMhS9VF#53,
07FyN,8/5k2/3K4/4P3/2p2p2/5P2/8/8 w - - 1 52,e5e6 f7e8 d6e5 c4c3 e5f4 c3c2,1187,78,88,285,advancedPawn crushing defensiveMove endgame long pawnEndgame,https://lichess.org/5PcnfMhh#103,
07Fyj,5k2/6p1/1Rr2p1p/p1b1pP2/P5PP/4B3/1P6/1K6 b - - 0 34,c6b6 e3c5 f8f7 c5b6,628,90,78,168,crushing endgame fork hangingPiece short,https://lichess.org/ZIgXD9iz/black#68,
07G1R,4rr1k/2p3p1/b1p1Bq1p/p7/6Q1/8/P1PR1PPP/1R4K1 w - - 5 20,e6c4 f6c3 g4d4 c3c4 d4c4 a6c4,1960,74,88,1418,advantage long master middlegame,https://lichess.org/L7TBQwvH#39,
07G3X,r2qk2r/pppb3p/3p2Bb/3Pp1NQ/5p2/2N5/PPPB1PP1/R3K3 b Qkq - 0 17,h7g6 h5g6 e8e7 g6f7,1147,76,79,127,mate mateIn2 middlegame short,https://lichess.org/wu1KnwlI/black#34,Modern_Defense Modern_Defense_Two_Knights_Variation
07G4O,r4rk1/ppp2ppp/4qn2/4pN2/4P3/2P2Q2/P1P2PPP/3R1RK1 b - - 0 15,e6c6 f5e7 g8h8 e7c6,819,81,95,1623,crushing fork middlegame short,https://lichess.org/5LuVN4cV/black#30,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted
07G9f,2kr1b1r/pp1nqppp/2p1b3/Q2p4/3P1B2/5N2/PPP1BPPP/R4RK1 b - - 1 12,e7b4 a5c7,1193,78,76,122,mate mateIn1 middlegame oneMove,https://lichess.org/iPAoRy9e/black#24,Russian_Game Russian_Game_Other_variations
07GJT,8/p2r4/R3kpp1/3p3p/3K1PP1/8/P6P/8 b - - 1 30,d7d6 f4f5 g6f5 g4f5 e6d7 a6a7,1480,75,81,1220,advantage endgame long master rookEndgame,https://lichess.org/qDjv45no/black#60,
07GMd,r7/4r3/5pk1/6p1/8/1P4P1/PBP2P1P/K2R4 w - - 0 49,d1d6 e7e1 b2c1 e1c1,703,84,68,106,advantage endgame short,https://lichess.org/wXbSFhIX#97,
07GNS,r4rk1/p4pbp/1p4p1/4P1q1/P1N2n2/1P3P2/1B1Q2PP/R4RK1 b - - 0 23,g7e5 b2e5 f4h3 g1h1 g5d2 c4d2,1478,75,88,778,advantage long middlegame,https://lichess.org/cKMNp08H/black#46,
07GOm,r5kr/pp4p1/2b1p2p/n1pqP3/3P4/2P1B1Q1/PP4PP/3R1RK1 b - - 0 18,c5d4 d1d4 d5g2 g3g2 c6g2 g1g2,1518,76,84,899,advantage long middlegame,https://lichess.org/uS9NTUHu/black#36,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
07GQM,r5k1/p1p2pr1/2p1q3/2bpP3/5Q2/2N5/PPP1RPPP/R5K1 w - - 0 21,f4f6 e6g4 g2g3 g7g6,2096,97,74,20,crushing middlegame short,https://lichess.org/FaEWspKK#41,
07GQq,rb2r2k/1p3pp1/p1p5/3pB2q/PP6/2PQRb2/5PPP/R5K1 w - - 0 27,e3f3 h5e5 f3h3 h8g8 d3h7 g8f8 h3e3 e5h2 h7h2 b8h2,2186,88,66,42,advantage hangingPiece kingsideAttack middlegame veryLong,https://lichess.org/8qCwd1pg#53,
07GTB,8/p3r2k/1p4p1/3bbrP1/1PPB1P1p/7P/1P1R1R1K/8 w - - 0 36,c4d5 e5f4 f2f4 f5f4,1228,124,39,11,advantage endgame fork short,https://lichess.org/FgMCSqUP#71,
07GTL,4r1k1/pQ1R1ppp/8/8/8/2P1q3/PP4PP/3R2K1 w - - 0 29,g1h1 e3e1 d1e1 e8e1,677,84,88,65,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/yKJAx05M#57,
07GTe,rn2k2r/pQ3pbp/3pp1p1/3pP3/3P1P1q/2PB4/PP4bP/R1BK2R1 b kq - 3 13,h4h2 d3b5 b8d7 b5d7,2127,119,100,13,advantage middlegame short,https://lichess.org/4O204LLE/black#26,Czech_Defense Czech_Defense_Other_variations
07GZF,r1b2rk1/ppp2ppp/3n1q2/2Q1R3/2B5/2N5/PPP2PPP/4R1K1 b - - 4 15,d6c4 c5f8 g8f8 e5e8,1134,207,33,3,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/0XgBXjfE/black#30,Italian_Game Italian_Game_Scotch_Gambit
07Gct,1k1r3r/3p1p1p/5bp1/1P2pP2/1n2B3/6QN/1P2nKPP/R1R5 b - - 2 26,e2g3 a1a8,996,75,100,138,master mate mateIn1 middlegame oneMove,https://lichess.org/3xHZW6Ed/black#52,
07Ggn,2rq1rk1/1b5p/1p2p1p1/p2n2b1/3N4/2NBPP2/PP1Q2P1/3RK2R w K - 0 19,f3f4 d5f4,2141,128,-50,15,advantage middlegame oneMove,https://lichess.org/hs3YXhWq#37,Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense
07Ghe,6k1/pp3p1p/2b3p1/8/2P2r2/1P5P/PQ1nK3/8 w - - 0 54,e2d2 f4f2 d2c3 f2b2,718,81,71,156,crushing endgame master short skewer,https://lichess.org/emlnbEuA#107,
07Giv,2rr2k1/pp1q1p1p/3P2p1/6N1/2N5/1P3Q2/P4PPP/n5K1 b - - 0 24,d7d6 f3f7 g8h8 f7h7,999,76,85,341,mate mateIn2 middlegame short,https://lichess.org/qYM713dQ/black#48,
07GkI,8/4kpp1/2B1b2p/1K6/1P6/P2R2P1/2r5/8 w - - 23 40,a3a4 e6c4 b5b6 c4d3,937,86,82,462,crushing endgame fork short,https://lichess.org/JMxvINbs#79,
07GkW,8/7p/5b2/P2p4/3kpKP1/7P/3B4/8 b - - 0 46,f6d8 d2e3 d4d3 a5a6 d8c7 f4f5 c7b8 a6a7 b8a7 e3a7 e4e3 f5e5 e3e2 a7f2,2639,109,90,1240,advancedPawn bishopEndgame crushing defensiveMove endgame veryLong,https://lichess.org/fCsIiS3H/black#92,
07GoA,6rk/pp2Q1pp/2b3q1/8/7P/1P4P1/PB3P1K/4R3 w - - 6 31,e1e5 g6b1 e5e1 b1b2,2133,78,85,58,advantage endgame pin short,https://lichess.org/Ege389B8#61,
07Gpo,r3r1k1/pp3ppp/1q4b1/2p5/4N1P1/bP3P1P/P1P1Q1B1/1K1R3R w - - 0 19,e2c4 e8e4 f3e4 b6f6,2316,88,89,938,crushing defensiveMove middlegame sacrifice short,https://lichess.org/rQ2qTWxf#37,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
07Gtd,r2q1knr/pppnbBpp/3p4/4p3/4P3/1QP2P2/PP1P1P1P/RNB1K2R w KQ - 1 8,d2d3 d7c5 f7g8 c5b3,1296,78,87,605,advantage opening short,https://lichess.org/bWsX54xl#15,Philidor_Defense Philidor_Defense_Steinitz_Variation
07Gtm,8/6p1/4k3/1n4KP/4P3/3P1P2/8/8 b - - 0 50,b5d4 g5g6 d4f3 g6g7,1319,74,89,690,crushing endgame knightEndgame short,https://lichess.org/zXKDxpfa/black#100,
07Gw8,r1b2rk1/1pqnbp1p/p3p1p1/P1pp3Q/5PN1/1P1PP3/1BPN2PP/R4RK1 b - - 1 15,g6h5 g4h6,957,75,85,353,master mate mateIn1 middlegame oneMove,https://lichess.org/kKFF1bcG/black#30,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
07Gwc,6k1/pp1qRpbp/2rP2p1/8/1Qb5/8/P4PPP/6KR b - - 2 24,d7g4 e7e8 g7f8 e8f8,2039,81,83,106,crushing middlegame short,https://lichess.org/uBOdWKot/black#48,
07GzK,1k1r4/1p4pp/5p2/1PR1P3/4p1b1/3r2P1/3BN2P/R3K3 w - - 3 26,a1d1 e4e3 d2e3 d3d1,1655,74,93,709,advantage middlegame short,https://lichess.org/3wHsAqTM#51,
07H0J,6k1/1R6/p1R4p/P2p1p2/r5p1/5PPK/3r3P/8 w - - 0 36,f3g4 f5g4 h3h4 d2h2,1097,85,93,4651,endgame mate mateIn2 rookEndgame short,https://lichess.org/EP63O4wz#71,
07H0N,4r1k1/1pp3pp/2b1q3/p7/8/1P4P1/P1P1NQ1P/5RK1 b - - 2 31,e6e2 f2f7 g8h8 f7f8 e8f8 f1f8,1151,75,76,104,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/K2Bklnoq/black#62,
07H3z,3r2k1/1R3ppp/pp6/1p1P4/8/1P5P/5PP1/6K1 b - - 0 26,d8d5 b7b8 d5d8 b8d8,479,101,86,1648,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/O3ZZvksy/black#52,
07H8i,8/3R3p/p1n1N1k1/5pB1/5P2/p1q2PK1/8/8 b - - 2 37,a3a2 e6f8 g6h5 d7h7,1818,74,95,1490,deflection endgame master mate mateIn2 short,https://lichess.org/Fh1FF2ns/black#74,
07H9P,2rr3k/1b4b1/p3Q3/8/1p6/2N5/PP1B1PPP/6K1 w - - 3 40,c3e4 c8c1 d2c1 d8d1,1876,76,80,318,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/8R4de7Vs#79,
07HDk,r1bq1rk1/pp2p2p/2n2bpB/3p4/3P4/3B1N2/PPQ2PPP/R4RK1 b - - 3 13,f8f7 d3g6 h7g6 c2g6 f7g7 h6g7 f6g7 f3g5,1552,74,95,2557,crushing defensiveMove kingsideAttack middlegame pin veryLong,https://lichess.org/yX9BkZ68/black#26,Dutch_Defense Dutch_Defense_Normal_Variation
07HHv,3r1rk1/2p2pp1/2nq3p/1Q1Bp3/4P2b/2P2P1P/1P3PK1/RN1R4 w - - 3 21,b5c6 d6c6 d5c6 d8d1,1338,108,68,21,advantage discoveredAttack middlegame short,https://lichess.org/Kw0pRFUx#41,
07HJP,3r2k1/p1p2pp1/bpPr2qp/8/8/P1BNR2P/1P3PP1/1Q1R2K1 w - - 7 23,c3b4 a6d3 e3d3 d6d3,1449,75,74,292,crushing middlegame short,https://lichess.org/0qxmJaCy#45,
07HLm,1q4k1/n3bpp1/P1n1p2p/2NpPb2/Q2P1N2/2P1BP2/1r4PP/R4BK1 w - - 7 37,c5b7 f5c2 a4a2 b2a2,1691,75,93,1082,advantage master middlegame short trappedPiece,https://lichess.org/fxzTyjUl#73,
07HMI,8/7p/p1k2p2/1p2pP2/1P2P2P/2nNK3/8/8 b - - 3 45,c3d1 e3d2 d1e3 d2e3,1124,103,75,51,crushing defensiveMove endgame knightEndgame short trappedPiece,https://lichess.org/zSauv0wF/black#90,
07HTs,r4rk1/pQ4pp/3pb3/2p1qp2/2P5/1P5P/P2N1PP1/3R1K1R w - - 0 20,b7e7 e6c4 d2c4 e5e7,1050,76,97,2367,crushing discoveredAttack middlegame short,https://lichess.org/P4OVkxX6#39,
07HUa,r4rk1/1b2qpp1/p3p3/1p2N2p/1P1PNn2/P3nB1P/3Q2P1/2R2RK1 b - - 5 30,e3f1 d2f4 b7e4 f3e4,1588,75,94,4799,advantage hangingPiece middlegame short,https://lichess.org/UCXuiyX7/black#60,
07HWC,3rr1k1/p4pbp/1pnp1qp1/2p1p2b/4P3/1PPQ1N2/PB1PBPP1/2K3RR b - - 1 17,d6d5 g2g4 h5g4 g1g4,1978,83,86,66,advantage middlegame short trappedPiece,https://lichess.org/1wnhql7B/black#34,Zukertort_Opening Zukertort_Opening_Nimzo-Larsen_Variation
07HZC,5r1k/pp3ppb/1q2p2p/2p1P2P/3r1BB1/PP6/2PQ1P2/R3K1R1 w Q - 0 20,d2e3 d4e4 e1c1 e4e3,1581,76,94,885,crushing middlegame pin short,https://lichess.org/6jMNHIJw#39,
07HZJ,5rk1/4R1p1/1p2N3/3p3p/4b3/P6P/6P1/6K1 b - - 3 30,f8f7 e7e8 g8h7 e6g5 h7g6 g5f7,1044,75,94,787,advantage endgame fork long master,https://lichess.org/i8NlLOtx/black#60,
07HcE,4R3/pp4pk/6rp/2p5/P1P4Q/3P1q2/1P3P1K/8 w - - 5 37,e8e3 f3g2,1212,75,91,610,endgame mate mateIn1 oneMove,https://lichess.org/x2rHzZbr#73,
07Hd9,r5b1/6R1/p7/1p5k/2n3p1/P5P1/8/2B3K1 b - - 0 37,c4e5 g7g5 h5h6 g5g8 h6h7 g8a8,2054,75,94,5830,crushing discoveredAttack endgame fork long,https://lichess.org/uSh3p7E4/black#74,
07Hgf,2r3k1/p4pp1/1p5p/1B1N4/3q2Pb/PQ1N1P1P/1P4K1/8 w - - 1 32,b5a6 c8c1 d3c1 d4f2,2246,76,90,1133,crushing middlegame quietMove sacrifice short,https://lichess.org/cEepwzsq#63,
07HlA,5rk1/5pp1/Q6p/1p6/5qn1/1PN2P2/1PP1R1P1/3R2bK w - - 1 29,h1g1 f4h2 g1f1 h2h1,906,79,100,44,mate mateIn2 middlegame short,https://lichess.org/ZCuGhv6l#57,
07Hm3,4Q3/p5rp/3ppp1k/4pq2/5n2/2P2P1P/PP4P1/R5RK w - - 9 33,h1h2 g7g2 g1g2 f5h3 h2g1 h3g2,1513,75,87,733,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/pRdSJNVV#65,
07HmS,8/1r6/8/3N4/p1P1p1p1/2K2kB1/P4P2/8 w - - 0 54,d5f6 e4e3 f2e3 f3g3,1447,75,91,2341,crushing deflection endgame short,https://lichess.org/1h5jbxUa#107,
07Hrh,3r1rk1/ppp1q3/4P1Q1/2pPp3/2n3PP/8/PP6/2KR3R b - - 0 25,e7g7 g6g7 g8g7 e6e7,1446,75,83,704,advancedPawn crushing kingsideAttack middlegame short,https://lichess.org/CfKfE5uX/black#50,
07I7d,r3kb1r/pppq1ppp/2n1b3/3np3/2B5/P1NP1N2/1PP2PPP/R1BQK2R w KQkq - 1 8,f3e5 c6e5 c4d5 e6d5 c3d5 d7d5,1381,77,93,6132,crushing hangingPiece long opening,https://lichess.org/Xv5gF66a#15,Italian_Game Italian_Game_Two_Knights_Defense
